0.000000000000000000e+00,-6.696579525461708593e-02,1.800127560449608644e-01,0.000000000000000000e+00,6.403238312546775113e-01,4.467921503290145147e+00,4.113014012890582904e+01,3.276544945893539307e+02
4.498212890625000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.164488072275840893e-03,4.666760057715763207e-05,-2.368370792745747274e-05,2.745021962059051559e-05
4.504015502929687500e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.236094974134482362e-03,1.173296740698706006e-04,-9.888878167367614404e-06,-2.903775478727451114e-05
4.509818420410156250e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.437772479992521129e-03,1.646747283221513842e-04,-1.066612607803157589e-04,5.834724526065054293e-05
4.515621948242187500e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.332191693592118132e-03,6.063280651601805140e-05,-2.883208719659086073e-05,-5.051757253911733885e-06
4.521425476074218750e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.389907926340824265e-03,5.411163474373292738e-05,4.608547664690457326e-05,-6.935501021679299038e-05
4.527229614257812500e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.476358400633073255e-03,8.990341293076593865e-05,4.535609405372494296e-05,-7.711930333779370387e-05
4.533034057617187500e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.489166440165168087e-03,1.201193166040075844e-04,-4.712561841805913265e-05,-1.524072196161053370e-05
4.538838806152343750e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.835551978102382877e-03,2.038993064638912724e-04,-8.063234425330915089e-05,1.767125990307282242e-05
4.544644165039062500e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.822262423505017354e-03,1.258067501518082734e-04,1.053995531380131168e-05,-6.156043723536946542e-05
4.550449829101562500e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.829676763806368329e-03,1.304480763542126612e-04,5.244636630561351434e-06,-5.616545002283794568e-05
4.556255798339843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.068558311518857874e-03,1.750233719896839642e-04,-2.284855563421317180e-05,-7.225624549197452100e-05
4.562062072753906250e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.088713717353820731e-03,1.522565651668748615e-04,-8.607743595332637926e-06,-6.533820932954569852e-05
4.567868957519531250e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.270361927092445168e-03,2.407255484450508860e-04,-7.564890143695842176e-05,-1.462375091036541137e-05
4.573676147460937500e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.260218896904380229e-03,2.212191074408739711e-04,-9.471248389660370576e-05,-1.771228985971779051e-05
4.579483642578125000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.444105022475298768e-03,1.921094260312430663e-04,-5.339386322775363676e-05,-4.796773220761449646e-05
4.585291748046875000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.451232778890848323e-03,2.007781450092119486e-04,-8.780373353782598006e-05,-3.930695577264605828e-05
4.591100158691406250e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.558851589305387482e-03,2.384286027224617310e-04,-1.026833875066041898e-04,-5.619955359559779105e-05
4.596908874511718750e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.622774716736613228e-03,2.472718862960949170e-04,-9.784898867685124641e-05,-7.157416528679293589e-05
4.602717895507812500e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.750358177889239419e-03,2.206997641004437882e-04,-9.581871440059427426e-05,-6.232281900319469419e-05
4.608527526855468750e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.833057401774515937e-03,2.413739913266962629e-04,-1.283203603349335946e-04,-5.384083238982736660e-05
4.614337463378906250e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.920115181601911497e-03,2.382756492460460357e-04,-9.843498019549876913e-05,-8.591904307832129396e-05
4.620147705078125000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.002421044991940204e-03,2.243072657178184410e-04,-9.494067647727294349e-05,-9.396028246197941274e-05
4.625958251953125000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.001558215037431095e-03,1.910407840585903380e-04,-7.876474537800914541e-05,-1.249712915741335779e-04
4.631769409179687500e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.125197176390418028e-03,2.100027562568100093e-04,-9.921071106385075176e-05,-1.241342227823610551e-04
4.637580871582031250e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.238829161819285329e-03,2.271391908104213454e-04,-9.653476613862211524e-05,-1.412373898323069548e-04
4.643392639160156250e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.236179934038527564e-03,2.189380432856239290e-04,-1.084063580362644734e-04,-1.363059852757605322e-04
4.649205017089843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.353709143120223862e-03,2.663224592121916988e-04,-1.502140933152597030e-04,-1.225685231682949368e-04
4.655017395019531250e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.335826361974020705e-03,2.164812164207125715e-04,-1.237459481638106783e-04,-1.443217676016611507e-04
